City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
Chennai,2020-04-02,31.17,170.09,8.54,0.61,4.94,37.84,74.0,Satisfactory
Chennai,2020-04-03,24.81,183.34,7.25,0.59,5.22,38.03,72.0,Satisfactory
Chennai,2020-04-04,20.77,291.75,7.11,0.58,4.61,38.31,67.0,Satisfactory
Chennai,2020-04-05,21.59,177.96,7.27,0.55,4.96,37.64,66.0,Satisfactory
Chennai,2020-04-06,14.27,119.96,9.43,0.61,4.12,32.83,57.0,Satisfactory
Chennai,2020-04-07,11.9,151.3,9.57,0.59,4.57,30.45,55.0,Satisfactory
Chennai,2020-04-08,14.77,288.68,7.9,0.57,4.13,34.11,55.0,Satisfactory
Chennai,2020-04-09,14.71,180.01,12.74,0.57,4.78,32.83,55.0,Satisfactory
Chennai,2020-05-25,25.2,33.86,9.59,1.01,6.77,49.76,79.0,Satisfactory
Chennai,2020-05-26,27.82,311.98,8.96,1.0,6.44,41.21,79.0,Satisfactory
Chennai,2020-05-27,20.0,234.46,9.65,1.07,7.23,39.81,77.0,Satisfactory
Chennai,2020-05-31,18.85,127.81,7.97,1.02,4.8,47.36,88.0,Satisfactory
Chennai,2020-06-01,36.15,346.73,10.07,1.16,7.27,49.45,101.0,Moderate
Chennai,2020-06-02,18.83,25.52,9.24,1.07,6.57,53.61,95.0,Satisfactory
Chennai,2020-06-03,20.61,13.84,9.41,1.01,4.04,59.22,76.0,Satisfactory
Chennai,2020-06-04,18.5,76.53,8.64,1.05,4.05,60.66,99.0,Satisfactory
Chennai,2020-06-05,18.53,27.33,9.51,1.09,5.31,55.1,81.0,Satisfactory
Chennai,2020-06-06,40.73,42.38,10.97,1.17,5.12,52.89,92.0,Satisfactory
Chennai,2020-06-07,20.52,142.52,12.19,1.17,5.35,56.57,128.0,Moderate
Chennai,2020-06-08,23.04,72.71,12.62,1.16,6.34,46.75,85.0,Satisfactory
Chennai,2020-06-09,22.43,32.25,16.08,0.96,5.45,55.54,87.0,Satisfactory
Chennai,2020-06-11,26.37,40.69,11.45,1.21,5.45,46.53,106.0,Moderate
Chennai,2020-06-12,104.45,25.05,13.24,1.2,6.83,52.79,169.0,Moderate
Chennai,2020-06-13,20.76,35.25,11.16,1.01,5.77,51.41,112.0,Moderate
Chennai,2020-06-14,20.17,56.04,14.53,1.03,4.18,52.51,80.0,Satisfactory
Chennai,2020-06-15,19.34,43.22,11.06,1.17,6.57,51.3,79.0,Satisfactory
Chennai,2020-06-16,24.1,42.54,12.26,1.18,4.44,56.23,86.0,Satisfactory
Chennai,2020-06-17,32.37,43.27,15.03,1.08,7.76,53.18,96.0,Satisfactory
Chennai,2020-06-18,23.89,41.27,17.22,1.21,9.99,73.43,112.0,Moderate
Chennai,2020-06-19,29.8,48.4,15.56,1.05,6.45,52.41,109.0,Moderate
Chennai,2020-06-20,89.92,50.56,14.48,1.12,5.5,61.97,152.0,Moderate
Chennai,2020-06-21,26.53,55.74,13.11,1.08,5.53,59.9,140.0,Moderate
Chennai,2020-06-22,23.55,35.3,8.94,1.12,6.66,71.42,106.0,Moderate
Chennai,2020-06-23,18.95,24.27,11.11,1.13,8.1,69.77,109.0,Moderate
Chennai,2020-06-24,28.83,31.28,9.57,1.07,6.32,70.18,102.0,Moderate
Chennai,2020-06-25,23.13,35.95,10.74,1.1,7.92,69.8,108.0,Moderate
Chennai,2020-06-26,23.75,38.41,7.94,1.14,5.55,66.85,95.0,Satisfactory
Chennai,2020-06-27,26.42,39.3,12.96,1.1,7.29,68.51,95.0,Satisfactory
Chennai,2020-06-28,25.93,45.54,10.0,0.76,6.48,77.45,98.0,Satisfactory
Chennai,2020-06-29,21.3,22.21,9.69,0.96,6.62,62.57,104.0,Moderate
Chennai,2020-06-30,24.14,30.66,12.38,1.05,7.5,68.75,110.0,Moderate
Chennai,2020-07-01,15.95,4.85,10.72,1.02,9.23,48.37,92.0,Satisfactory
Delhi,2015-01-01,313.22,607.98,36.39,15.2,9.25,41.68,472.0,Severe
Delhi,2015-01-02,186.18,269.55,32.87,9.54,6.65,29.97,454.0,Severe
Delhi,2015-01-03,87.18,131.9,30.31,10.61,2.65,19.71,143.0,Moderate
Delhi,2015-01-04,151.84,241.84,36.91,11.54,4.63,25.36,319.0,Very Poor
Delhi,2015-01-05,146.6,219.13,34.92,9.2,3.33,23.2,325.0,Very Poor
Delhi,2015-01-06,149.58,252.1,37.84,9.44,3.66,26.83,318.0,Very Poor
Delhi,2015-01-07,217.87,376.51,40.15,9.78,5.82,28.96,353.0,Very Poor
Delhi,2015-01-08,229.9,360.95,43.16,11.01,3.31,30.51,383.0,Very Poor
Delhi,2015-01-09,201.66,397.43,38.56,11.09,3.48,32.94,375.0,Very Poor
Delhi,2015-01-10,221.02,361.74,46.39,9.7,5.91,34.12,376.0,Very Poor
Delhi,2015-01-11,205.41,393.2,47.29,10.98,5.54,50.37,379.0,Very Poor
Delhi,2015-01-12,212.41,345.63,44.71,9.3,5.17,40.08,375.0,Very Poor
Delhi,2015-01-13,197.61,301.04,45.88,11.52,5.95,39.54,366.0,Very Poor
Delhi,2015-01-14,164.39,227.38,41.17,10.32,4.85,42.05,353.0,Very Poor
Delhi,2015-01-15,166.19,283.93,56.7,10.81,6.94,43.25,340.0,Very Poor
Delhi,2015-01-16,174.98,309.99,49.41,11.46,4.69,34.7,356.0,Very Poor
Delhi,2015-01-17,196.46,356.2,53.04,8.87,5.13,25.77,360.0,Very Poor
Delhi,2015-01-18,201.51,359.75,53.77,8.99,5.43,23.22,370.0,Very Poor
Delhi,2015-01-19,183.35,305.13,39.88,9.02,4.21,25.34,362.0,Very Poor
Delhi,2015-01-20,165.63,257.04,34.23,8.03,4.11,22.69,340.0,Very Poor
Delhi,2015-01-21,159.54,235.27,22.56,9.01,7.05,18.56,338.0,Very Poor
Delhi,2015-01-22,143.68,183.89,21.82,10.58,8.64,6.94,332.0,Very Poor
Delhi,2015-01-23,128.73,136.07,17.35,8.74,6.77,10.91,254.0,Poor
Delhi,2015-01-24,164.98,200.02,15.77,9.39,8.89,9.35,324.0,Very Poor
Delhi,2015-01-25,148.59,203.81,20.83,11.44,5.96,16.65,333.0,Very Poor
Delhi,2015-01-26,129.34,137.86,25.66,10.19,6.78,18.18,292.0,Poor
Delhi,2015-01-27,154.2,217.2,30.39,10.36,6.42,17.11,318.0,Very Poor
Delhi,2015-01-28,134.6,156.9,28.6,10.21,5.21,15.23,295.0,Poor
Delhi,2015-01-29,173.13,277.0,38.34,11.74,5.53,16.29,327.0,Very Poor
Delhi,2015-01-30,178.04,272.61,38.43,11.58,6.43,14.91,345.0,Very Poor
Delhi,2015-01-31,158.59,207.06,41.36,8.7,5.03,17.51,334.0,Very Poor
Delhi,2015-02-01,211.59,371.05,58.17,13.08,9.9,23.28,358.0,Very Poor
Delhi,2015-02-02,163.64,219.84,37.25,10.59,5.31,28.38,349.0,Very Poor
Delhi,2015-02-03,157.71,194.09,31.05,8.21,5.64,28.56,334.0,Very Poor
Delhi,2015-02-04,137.26,147.08,29.69,9.11,5.06,15.07,313.0,Very Poor
Delhi,2015-02-05,131.76,127.42,36.51,8.18,4.85,21.7,262.0,Poor
Delhi,2015-02-06,151.6,330.99,67.0,5.51,9.13,33.92,303.0,Very Poor
Delhi,2015-02-07,160.75,210.52,57.69,10.28,6.91,43.44,329.0,Very Poor
Delhi,2015-02-08,145.34,215.69,50.39,5.39,8.66,30.43,323.0,Very Poor
Delhi,2015-02-09,134.67,109.86,39.18,5.11,9.7,20.62,266.0,Poor
Delhi,2015-02-10,153.07,218.23,42.2,10.88,5.81,19.02,319.0,Very Poor
Delhi,2015-02-11,116.91,316.14,53.63,12.64,7.54,27.17,334.0,Very Poor
Delhi,2015-02-12,177.98,394.97,42.73,13.75,9.2,25.58,342.0,Very Poor
Delhi,2015-02-13,167.01,328.43,44.61,11.26,7.77,27.62,341.0,Very Poor
Delhi,2015-02-14,193.96,412.46,53.81,11.73,9.36,34.22,377.0,Very Poor
Delhi,2015-02-15,184.06,497.37,58.15,13.78,9.13,40.91,391.0,Very Poor
Delhi,2015-02-16,152.62,310.74,44.22,11.55,6.79,34.36,358.0,Very Poor
Delhi,2015-02-17,161.27,195.78,25.4,10.3,5.6,41.62,327.0,Very Poor
Delhi,2015-02-18,188.2,253.53,60.29,16.23,8.65,36.54,365.0,Very Poor
Delhi,2015-02-19,159.97,193.78,40.51,13.11,5.08,31.88,352.0,Very Poor
Delhi,2015-02-20,144.12,162.2,34.71,11.45,5.93,31.61,317.0,Very Poor
Delhi,2015-02-21,155.38,191.03,45.11,14.21,12.24,30.11,320.0,Very Poor
Delhi,2015-02-22,124.1,107.61,31.83,9.73,5.68,27.19,279.0,Poor
Delhi,2015-02-23,141.39,157.01,38.23,9.29,9.43,36.86,281.0,Poor
Delhi,2015-02-24,170.16,238.33,48.4,14.17,9.28,37.39,354.0,Very Poor
Delhi,2015-02-25,148.19,169.57,29.28,14.13,5.94,31.57,340.0,Very Poor
Delhi,2015-02-26,140.78,171.64,20.95,13.61,6.98,28.72,323.0,Very Poor
Delhi,2015-02-27,130.42,163.67,24.75,12.78,12.12,34.08,315.0,Very Poor
Delhi,2015-02-28,105.86,169.28,20.65,11.8,12.48,41.38,310.0,Very Poor
Delhi,2015-03-01,71.83,98.89,21.42,11.62,10.99,22.51,324.0,Very Poor
Delhi,2015-03-02,53.71,60.15,13.43,10.19,3.21,22.08,226.0,Poor
Delhi,2015-03-03,83.49,112.1,23.75,11.72,5.07,20.83,266.0,Poor
Delhi,2015-03-04,91.07,139.15,24.28,10.64,4.68,25.83,200.0,Moderate
Delhi,2015-03-05,106.57,196.19,31.12,9.36,5.97,32.88,275.0,Poor
Delhi,2015-03-06,101.75,163.14,26.59,10.55,5.96,33.67,322.0,Very Poor
Delhi,2015-03-07,77.57,90.54,19.15,9.48,5.18,23.09,216.0,Poor
Delhi,2015-03-08,63.24,80.2,20.35,8.19,3.98,20.71,108.0,Moderate
Delhi,2015-03-09,76.62,117.38,18.21,9.02,4.2,22.85,197.0,Moderate
Delhi,2015-03-10,86.7,150.92,18.82,7.98,3.84,25.87,238.0,Poor
Delhi,2015-03-11,104.29,176.2,25.63,10.76,6.3,29.62,274.0,Poor
Delhi,2015-03-12,115.93,203.75,32.29,11.3,7.03,35.05,315.0,Very Poor
Delhi,2015-03-13,108.66,173.89,30.75,10.23,10.65,34.05,307.0,Very Poor
Delhi,2015-03-14,67.94,105.29,29.78,9.18,10.14,23.39,208.0,Poor
Delhi,2015-03-15,38.89,46.68,17.76,8.23,4.25,22.0,165.0,Moderate
Delhi,2015-03-16,45.39,74.14,17.14,7.87,8.8,25.55,188.0,Moderate
Delhi,2015-03-17,55.55,104.33,20.96,10.45,7.19,23.11,217.0,Poor
Delhi,2015-03-18,50.59,95.56,16.6,7.83,3.6,27.5,191.0,Moderate
Delhi,2015-03-19,69.51,136.67,23.77,7.89,4.97,27.07,240.0,Poor
Delhi,2015-03-20,96.62,168.0,29.04,9.59,6.66,29.01,229.0,Poor
Delhi,2015-03-21,96.28,172.91,29.21,8.82,7.31,25.97,248.0,Poor
Delhi,2015-03-22,72.2,122.12,20.27,8.5,4.4,25.48,204.0,Poor
Delhi,2015-03-23,78.47,131.42,23.04,8.6,4.07,27.1,271.0,Poor
Delhi,2015-03-24,91.87,179.36,30.01,10.1,7.35,34.78,290.0,Poor
Delhi,2015-03-25,107.26,201.08,33.82,11.69,11.82,45.78,340.0,Very Poor
Delhi,2015-03-26,109.78,217.9,33.02,12.67,9.3,40.0,358.0,Very Poor
Delhi,2015-03-27,62.27,117.81,24.76,9.29,10.91,31.08,287.0,Poor
Delhi,2015-03-28,102.22,212.96,29.41,10.47,17.16,40.23,323.0,Very Poor
Delhi,2015-03-29,104.36,202.01,33.86,14.42,16.92,32.84,360.0,Very Poor
Delhi,2015-03-30,44.19,57.0,17.6,9.58,7.75,26.81,268.0,Poor
Delhi,2015-03-31,55.66,78.64,20.13,9.56,9.34,34.15,283.0,Poor
Delhi,2015-04-01,112.86,167.6,32.71,10.15,19.48,38.45,309.0,Very Poor
Delhi,2015-04-02,78.51,112.78,20.54,6.72,14.37,35.54,249.0,Poor
Delhi,2015-04-03,66.52,76.05,18.47,8.24,10.62,24.85,245.0,Poor
Delhi,2015-04-04,62.56,86.11,24.96,5.52,12.94,27.98,229.0,Poor
Delhi,2015-04-05,78.61,145.1,27.75,7.97,16.72,40.79,234.0,Poor
Delhi,2015-04-06,119.7,195.47,32.83,11.01,16.63,30.32,343.0,Very Poor
Delhi,2015-04-07,66.09,95.81,24.47,7.29,8.34,43.23,262.0,Poor
Delhi,2015-04-08,95.34,120.2,34.72,9.28,17.99,61.68,308.0,Very Poor
Delhi,2015-04-09,63.57,148.17,35.15,6.57,10.48,35.18,293.0,Poor
Delhi,2015-04-10,96.56,203.67,52.77,4.63,15.8,59.88,290.0,Poor
Delhi,2015-04-11,131.39,234.65,59.52,5.84,21.5,73.72,375.0,Very Poor
Delhi,2015-04-12,75.35,91.73,45.3,7.73,13.08,49.21,293.0,Poor
Delhi,2015-04-13,86.49,116.62,50.3,3.67,14.99,62.52,247.0,Poor
Delhi,2015-04-14,77.07,132.68,42.65,6.85,14.04,55.44,232.0,Poor
Delhi,2015-04-15,98.79,161.43,47.41,11.65,13.75,31.14,316.0,Very Poor
Delhi,2015-04-16,81.81,164.56,44.06,5.94,21.44,59.29,295.0,Poor
Delhi,2015-04-17,65.78,180.67,40.09,7.38,14.34,54.47,246.0,Poor
Delhi,2015-04-18,119.82,268.65,51.11,8.21,17.21,65.72,378.0,Very Poor
Delhi,2015-04-19,125.53,308.82,64.73,8.84,18.02,65.08,406.0,Severe
Delhi,2015-04-20,121.51,336.63,60.41,6.75,20.98,87.04,392.0,Very Poor
Delhi,2015-04-21,114.5,327.81,50.7,6.84,19.38,74.49,391.0,Very Poor
Delhi,2015-04-22,101.83,279.41,55.27,7.36,19.29,69.41,368.0,Very Poor
Delhi,2015-04-23,118.57,273.68,76.46,6.58,21.81,76.14,365.0,Very Poor
Delhi,2015-04-24,143.22,313.53,88.61,6.42,26.89,89.42,383.0,Very Poor
Delhi,2015-04-25,106.76,318.88,58.87,6.75,17.56,93.54,367.0,Very Poor
Delhi,2015-04-26,65.36,160.3,31.23,8.44,12.67,77.43,334.0,Very Poor
Delhi,2015-04-27,67.08,174.5,35.54,4.76,11.92,70.74,258.0,Poor
Delhi,2015-04-28,81.37,141.25,34.88,4.67,13.97,70.42,234.0,Poor
Delhi,2015-04-29,63.76,131.56,42.98,7.16,13.98,61.86,257.0,Poor
Delhi,2015-04-30,60.56,171.42,43.9,7.33,12.85,60.18,259.0,Poor
Delhi,2015-05-01,76.1,192.81,42.99,7.63,13.1,53.16,279.0,Poor
Delhi,2015-05-02,72.66,206.1,62.09,9.46,16.16,43.06,312.0,Very Poor
Delhi,2015-05-03,121.94,334.02,83.3,11.95,19.43,41.71,372.0,Very Poor
Delhi,2015-05-04,108.98,326.71,85.5,8.08,17.53,37.7,387.0,Very Poor
Delhi,2015-05-05,145.99,366.85,107.85,6.65,26.0,50.27,408.0,Severe
Delhi,2015-05-06,171.33,346.98,87.88,7.1,25.26,92.66,398.0,Very Poor
Delhi,2015-05-07,117.76,343.12,63.18,9.64,24.63,75.6,403.0,Severe
Delhi,2015-05-08,90.66,305.38,56.54,6.65,20.79,74.84,361.0,Very Poor
Delhi,2015-05-09,106.4,285.38,63.57,9.35,18.15,76.38,378.0,Very Poor
Delhi,2015-05-10,101.21,283.47,57.51,10.6,16.92,67.97,381.0,Very Poor
Delhi,2015-05-11,97.57,336.82,42.7,8.79,15.11,87.93,388.0,Very Poor
Delhi,2015-05-12,96.34,293.26,43.04,6.27,10.84,83.43,346.0,Very Poor
Delhi,2015-05-13,83.42,174.52,48.61,8.14,9.08,55.62,328.0,Very Poor
Delhi,2015-05-14,78.06,196.08,42.22,7.24,10.42,57.1,291.0,Poor
Delhi,2015-05-15,97.87,240.34,63.55,10.81,15.02,77.87,396.0,Very Poor
Delhi,2015-05-16,77.52,186.28,75.5,6.17,15.03,73.24,297.0,Poor
Delhi,2015-05-17,97.16,188.39,57.63,8.4,20.15,70.29,345.0,Very Poor
Delhi,2015-05-18,66.85,172.35,47.64,7.46,15.04,79.02,296.0,Poor
Delhi,2015-05-19,89.85,240.31,75.47,8.04,14.58,79.55,319.0,Very Poor
Delhi,2015-05-20,67.41,176.25,52.69,6.11,20.3,57.17,282.0,Poor
Delhi,2015-05-21,75.54,335.13,53.03,8.25,14.85,42.61,352.0,Very Poor
Delhi,2015-05-22,67.91,235.99,56.84,8.32,14.77,64.34,338.0,Very Poor
Delhi,2015-05-23,69.02,313.73,52.79,7.06,10.73,66.63,321.0,Very Poor
Delhi,2015-05-24,79.1,251.52,56.29,8.56,18.96,60.08,295.0,Poor
Delhi,2015-05-25,117.27,340.66,60.65,7.66,11.78,95.72,344.0,Very Poor
Delhi,2015-05-26,96.09,311.08,51.77,5.25,9.9,79.4,337.0,Very Poor
Delhi,2015-05-27,84.71,231.35,70.43,8.54,17.48,80.71,355.0,Very Poor
Delhi,2015-05-28,182.76,436.17,72.67,6.89,14.33,83.33,371.0,Very Poor
Delhi,2015-05-29,106.61,275.6,64.94,8.48,12.9,76.1,414.0,Severe
Delhi,2015-05-30,92.68,239.12,65.26,7.59,17.68,69.95,366.0,Very Poor
Delhi,2015-05-31,73.62,236.8,41.86,7.12,13.08,87.47,346.0,Very Poor
Delhi,2015-06-01,49.42,175.39,48.55,5.03,9.96,72.89,289.0,Poor
Delhi,2015-06-02,52.51,117.86,54.29,6.67,6.73,56.2,297.0,Poor
Delhi,2015-06-03,65.28,137.7,65.25,4.98,6.31,41.92,268.0,Poor
Delhi,2015-06-04,85.45,170.55,62.38,3.83,5.53,63.0,259.0,Poor
Delhi,2015-06-05,83.02,241.67,62.63,11.36,4.12,52.03,327.0,Very Poor
Delhi,2015-06-06,44.54,119.29,46.37,11.94,7.37,37.09,384.0,Very Poor
Delhi,2015-06-07,85.03,186.2,77.07,3.51,9.53,88.63,299.0,Poor
Delhi,2015-06-08,137.7,269.3,109.34,1.56,10.44,86.2,282.0,Poor
Delhi,2015-06-09,136.05,393.7,76.88,1.38,8.84,58.0,442.0,Severe
Delhi,2015-06-10,63.77,166.31,31.27,2.58,5.91,56.84,309.0,Very Poor
Delhi,2015-06-11,115.57,259.73,32.99,1.24,6.02,138.5,270.0,Poor
Delhi,2015-06-12,83.29,180.06,36.36,1.19,5.52,68.6,239.0,Poor
Delhi,2015-06-13,73.7,158.24,52.9,1.36,5.34,53.02,214.0,Poor
Delhi,2015-06-14,74.56,121.44,68.76,1.35,5.33,60.88,166.0,Moderate
Delhi,2015-06-15,106.11,206.42,72.79,1.62,6.3,86.86,234.0,Poor
Delhi,2015-06-16,132.21,282.05,81.57,1.73,6.16,82.42,331.0,Very Poor
Delhi,2015-06-17,123.56,271.79,70.96,1.57,6.95,74.01,327.0,Very Poor
Delhi,2015-06-18,132.21,268.84,94.25,1.82,9.31,87.24,313.0,Very Poor
Delhi,2015-06-19,110.65,216.46,65.21,1.38,7.8,76.58,284.0,Poor
Delhi,2015-06-20,80.31,160.22,52.7,1.29,10.22,69.37,239.0,Poor
Delhi,2015-06-21,59.73,82.7,50.78,1.59,6.11,52.78,149.0,Moderate
Delhi,2015-06-22,85.4,139.2,58.88,1.34,6.18,59.49,172.0,Moderate
Delhi,2015-06-23,101.99,152.18,61.18,1.41,7.9,77.04,226.0,Poor
Delhi,2015-06-24,126.07,214.45,60.31,1.37,8.09,83.13,261.0,Poor
Delhi,2015-06-25,37.59,62.38,44.72,1.25,7.67,46.7,188.0,Moderate
Delhi,2015-06-26,76.0,182.48,46.88,1.04,6.84,60.99,192.0,Moderate
Delhi,2015-06-27,69.46,195.2,38.55,1.01,7.28,53.19,207.0,Poor
Delhi,2015-06-28,79.84,214.78,47.19,1.13,7.53,58.34,219.0,Poor
Delhi,2015-06-29,48.5,96.78,38.37,1.07,7.74,52.21,193.0,Moderate
Delhi,2015-06-30,53.79,109.92,46.06,1.05,9.15,58.33,170.0,Moderate
Delhi,2015-07-01,57.99,135.43,49.64,1.06,8.88,61.42,185.0,Moderate
Delhi,2015-07-02,67.12,175.9,52.45,1.12,6.86,61.7,220.0,Poor
Delhi,2015-07-03,65.25,219.31,37.09,0.99,8.91,59.66,225.0,Poor
Delhi,2015-07-04,88.75,212.16,35.54,0.98,7.24,56.61,250.0,Poor
Delhi,2015-07-05,135.92,435.2,36.89,1.17,6.42,58.36,282.0,Poor
Delhi,2015-07-06,60.27,143.86,44.07,1.1,7.91,58.07,298.0,Poor
Delhi,2015-07-07,52.2,78.64,51.7,1.34,7.82,53.72,175.0,Moderate
Delhi,2015-07-08,67.92,127.38,52.69,1.17,7.94,53.94,217.0,Poor
Delhi,2015-07-09,65.95,128.93,53.39,1.4,7.86,42.58,234.0,Poor
Delhi,2015-07-10,47.68,95.1,46.71,1.26,8.97,35.79,188.0,Moderate
Delhi,2015-07-11,29.08,41.31,51.39,7.23,8.61,54.03,253.0,Poor
Delhi,2015-07-12,32.29,34.16,32.77,1.27,7.15,40.41,198.0,Moderate
Delhi,2015-07-13,36.68,54.36,37.71,1.3,8.11,37.7,148.0,Moderate
Delhi,2015-07-14,44.48,112.83,43.46,1.3,8.04,46.71,141.0,Moderate
Delhi,2015-07-15,63.79,243.97,38.05,1.07,9.62,52.2,218.0,Poor
Delhi,2015-07-16,77.2,244.69,36.72,1.02,10.29,72.44,268.0,Poor
Delhi,2015-07-17,77.99,148.95,42.07,1.88,12.46,61.43,232.0,Poor
Delhi,2015-07-18,71.11,148.87,48.79,1.84,10.77,56.32,204.0,Poor
Delhi,2015-07-19,67.39,144.11,52.87,1.28,10.4,59.05,220.0,Poor
Delhi,2015-07-20,49.58,83.22,62.37,1.24,10.17,61.55,223.0,Poor
Delhi,2015-07-21,40.97,78.76,46.3,1.14,12.19,46.98,218.0,Poor
Delhi,2015-07-22,38.97,85.89,41.41,2.73,20.43,44.49,165.0,Moderate
Delhi,2015-07-23,34.02,81.25,39.98,2.42,16.71,49.72,155.0,Moderate
Delhi,2015-07-24,46.13,94.49,43.99,0.98,16.01,47.11,154.0,Moderate
Delhi,2015-07-25,46.01,97.0,42.86,1.0,15.58,45.9,184.0,Moderate
Delhi,2015-07-26,29.81,86.01,30.66,0.81,15.09,40.73,150.0,Moderate
Delhi,2015-07-27,22.82,53.28,33.21,0.83,12.69,36.65,125.0,Moderate
Delhi,2015-07-28,24.69,51.98,40.25,0.74,7.61,38.49,160.0,Moderate
Delhi,2015-07-29,29.04,56.7,35.69,0.66,9.68,35.89,142.0,Moderate
Delhi,2015-07-30,25.76,47.91,32.96,1.2,9.49,26.26,181.0,Moderate
Delhi,2015-07-31,37.85,122.18,35.9,1.6,9.7,36.57,196.0,Moderate
Delhi,2015-08-01,41.32,126.33,35.14,1.08,10.8,41.27,181.0,Moderate
Delhi,2015-08-02,47.81,123.24,37.96,0.82,10.27,46.38,213.0,Poor
Delhi,2015-08-03,56.02,154.28,40.17,0.78,8.75,45.97,175.0,Moderate
Delhi,2015-08-04,54.46,136.88,46.74,1.21,9.72,56.88,184.0,Moderate
Delhi,2015-08-05,59.13,117.08,52.78,1.67,10.41,54.66,228.0,Poor
Delhi,2015-08-06,65.47,126.56,52.51,1.17,10.73,60.57,214.0,Poor
Delhi,2015-08-07,64.58,154.92,48.24,1.75,10.22,68.17,254.0,Poor
Delhi,2015-08-08,70.05,149.92,50.51,2.26,7.68,62.76,258.0,Poor
Delhi,2015-08-09,55.51,105.17,39.47,1.24,5.83,45.4,244.0,Poor
Delhi,2015-08-10,82.27,140.54,45.46,1.43,6.9,61.52,209.0,Poor
Delhi,2015-08-11,77.04,137.74,49.43,2.11,6.23,62.67,283.0,Poor
Delhi,2015-08-12,52.45,87.66,45.71,1.3,6.69,55.37,223.0,Poor
Delhi,2015-08-13,61.66,116.55,52.76,1.16,9.82,80.63,205.0,Poor
Delhi,2015-08-14,65.67,159.75,50.96,1.52,10.82,69.27,252.0,Poor
Delhi,2015-08-15,51.4,91.81,44.4,0.94,10.53,44.93,198.0,Moderate
Delhi,2015-08-16,55.71,93.33,48.39,1.06,10.46,44.79,197.0,Moderate
Delhi,2015-08-17,61.84,134.2,44.41,1.09,11.22,45.05,184.0,Moderate
Delhi,2015-08-18,60.65,126.2,56.15,1.02,12.39,48.86,197.0,Moderate
Delhi,2015-08-19,34.42,124.17,36.47,0.87,9.63,38.86,140.0,Moderate
Delhi,2015-08-20,40.83,210.86,32.0,0.78,11.59,42.13,232.0,Poor
Delhi,2015-08-21,50.97,214.05,35.87,1.12,12.09,57.47,271.0,Poor
Delhi,2015-08-22,46.74,149.06,40.28,0.9,9.56,52.48,207.0,Poor
Delhi,2015-08-23,44.67,138.12,33.76,0.78,9.53,33.94,127.0,Moderate
Delhi,2015-08-24,37.39,108.4,44.61,0.97,10.67,38.73,123.0,Moderate
Delhi,2015-08-25,52.06,222.39,39.88,0.93,9.12,44.9,175.0,Moderate
Delhi,2015-08-26,57.52,236.94,37.85,1.08,9.36,40.43,245.0,Poor
Delhi,2015-08-27,61.47,237.68,40.41,1.35,10.59,56.61,248.0,Poor
Delhi,2015-08-28,77.76,206.22,50.74,1.64,11.92,64.07,247.0,Poor
Delhi,2015-08-29,68.53,260.48,49.3,1.09,11.11,65.56,292.0,Poor
Delhi,2015-08-30,57.85,230.76,39.84,1.11,10.39,62.61,266.0,Poor
Delhi,2015-08-31,51.67,220.14,32.53,0.96,12.77,60.73,288.0,Poor
Delhi,2015-09-01,73.78,230.34,27.42,1.28,10.45,61.33,210.0,Poor
Delhi,2015-09-02,97.63,318.24,29.16,1.14,10.79,72.47,298.0,Poor
Delhi,2015-09-03,99.5,278.36,35.31,1.17,9.82,72.94,315.0,Very Poor
Delhi,2015-09-04,97.31,284.54,41.7,1.36,14.94,71.5,368.0,Very Poor
Delhi,2015-09-05,76.43,201.89,29.5,1.38,16.93,56.59,266.0,Poor
Delhi,2015-09-06,61.69,168.63,27.81,1.19,16.71,49.32,174.0,Moderate
Delhi,2015-09-07,55.19,179.42,35.49,1.04,12.97,52.24,199.0,Moderate
Delhi,2015-09-08,63.79,219.51,38.36,1.07,10.92,61.95,217.0,Poor
Delhi,2015-09-09,58.48,195.05,36.2,1.02,11.57,68.21,238.0,Poor
Delhi,2015-09-10,60.29,184.78,42.1,1.06,11.53,68.49,230.0,Poor
Delhi,2015-09-11,67.35,181.99,46.81,1.13,10.98,68.81,218.0,Poor
Delhi,2015-09-12,87.55,178.57,54.45,1.22,10.51,69.36,226.0,Poor
Delhi,2015-09-13,84.57,171.76,45.36,1.21,9.91,64.05,202.0,Poor
Delhi,2015-09-14,111.58,236.34,60.71,1.51,10.43,79.29,274.0,Poor
Delhi,2015-09-15,108.78,217.16,56.31,1.37,10.4,75.63,289.0,Poor
Delhi,2015-09-16,91.18,190.99,46.44,1.15,9.27,69.61,235.0,Poor
Delhi,2015-09-17,104.85,250.21,60.96,1.4,11.68,85.86,285.0,Poor
Delhi,2015-09-18,56.19,129.11,43.3,1.22,10.85,48.8,209.0,Poor
Delhi,2015-09-19,67.62,125.24,49.83,1.14,9.75,51.78,132.0,Moderate
Delhi,2015-09-20,64.38,141.89,62.73,1.1,9.27,58.49,179.0,Moderate
Delhi,2015-09-21,45.65,109.7,62.69,1.16,13.55,48.02,136.0,Moderate
Delhi,2015-09-22,35.75,70.38,38.78,0.95,11.57,39.83,104.0,Moderate
Delhi,2015-09-23,34.89,101.42,31.17,0.98,12.34,37.26,95.0,Satisfactory
Delhi,2015-09-24,63.06,187.9,39.16,1.21,13.26,48.78,175.0,Moderate
